id,publication_PMID,publication_DOI,publication_URL,publications,summary_results,publication_type,days_to_publication_PCD,days_to_publication_CD,days_to_summary_PCD,days_to_summary_CD,days_reg_to_start,days_reg_to_CD,days_reg_to_PCD,days_reg_to_publ,is_CTgov,recruitmentStatus,is_multicentric,phase,main_sponsor,intervention_type,primary_completion_date,completion_date,publication_date,primary_completion_year,enrollment,masking,allocation,start_date,lead_or_facility,lead_cities,facility_cities,center_size
NCT01401296,22677231,NA,NA,TRUE,FALSE,Pubmed,-121,-121,NA,NA,-80,409,409,288,yes,Completed,no,Not given,Other,Behavioral,2012-09-01,2012-09-01,2012-05-03,2012,200,Single Blind,Randomized,2011-05-01,lead,Hamburg,,large
NCT01540877,28335745,10.1186/s12883-017-0839-9,https://www.ncbi.nlm.nih.gov/pubmed/?term=NCT01540877,TRUE,FALSE,Pubmed,2030,2030,NA,NA,-328,-175,-175,1855,yes,Completed,no,Not given,Other,Procedure,2011-09-01,2011-09-01,2017-03-23,2011,28,Single Blind,Randomized,2011-04-01,lead,Bochum,,small
NCT01593540,24407549,NA,NA,TRUE,FALSE,Pubmed,893,862,NA,NA,-605,-240,-271,622,yes,Completed,no,Phase 4,Other,Device,2011-08-01,2011-09-01,2014-01-10,2011,39,Single Blind,Randomized,2010-09-01,lead,Freiburg,,large
NCT01686893,29149867,10.1186/s12890-017-0486-3,https://www.ncbi.nlm.nih.gov/pubmed/?term=NCT01686893,TRUE,FALSE,Pubmed,1750,1722,NA,NA,-1320,169,141,1891,yes,Unknown status,yes,Phase 1,Other,Device,2013-02-01,2013-03-01,2017-11-17,2013,50,Open Label,Non-Randomized,2009-02-01,facility,,Dresden,No lead center
NCT01783639,28283511,10.1161/CIRCINTERVENTIONS.116.004244,https://www.ncbi.nlm.nih.gov/pubmed/28283511,TRUE,TRUE,Pubmed,1186,700,554,68,19,808,322,1508,yes,Completed,yes,Not given,Industry,Procedure,2013-12-01,2015-04-01,2017-03-01,2013,120,Open Label,NA,2013-02-01,lead,Hamburg Leipzig,,large
NCT02435056,27440251,10.1177/0333102416660549,https://www.ncbi.nlm.nih.gov/pubmed/27440251,TRUE,FALSE,Pubmed,2576,2241,NA,NA,-2494,-1794,-2129,447,yes,Completed,Not given,Not given,Other,Other,2009-07-01,2010-06-01,2016-07-20,2009,690,Open Label,Non-Randomized,2008-07-01,lead,Duisburg,,large
NCT00030680,23868907,10.1093/annonc/mdt254,https://www.ncbi.nlm.nih.gov/pubmed/23868907,TRUE,FALSE,Hand search,503,503,NA,NA,-105,3668,3668,4171,yes,Completed,yes,Phase 2,Other,Radiation,2012-03-01,2012-03-01,2013-07-17,2012,44,NA,NA,2001-11-01,facility,,Tübingen,No lead center
NCT00047099,27031854,10.1038/bjc.2016.82,https://www.ncbi.nlm.nih.gov/pubmed/27031854,TRUE,FALSE,Hand search,1520,1491,NA,NA,-428,3437,3408,4928,yes,Completed,yes,Phase 3,Other,Drug,2012-02-01,2012-03-01,2016-03-31,2012,446,Open Label,Randomized,2001-08-01,lead,LMU München TU München,,large
NCT00079105,22577177,10.1182/blood-2011-12-396556,https://www.ncbi.nlm.nih.gov/pubmed/22577177,TRUE,FALSE,Hand search,526,526,NA,NA,-67,2459,2459,2985,yes,Completed,yes,Phase 2,Other,Biological,2010-12-01,2010-12-01,2012-05-10,2010,175,No masking,Randomized,2004-01-01,facility,,Köln,No lead center
NCT00124813,NA,10.1007/s12288-011-0103-1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3332274/,TRUE,FALSE,Hand search,762,578,NA,NA,-1091,1923,1739,2501,yes,Unknown status,no,Phase 2,Other,Drug,2010-05-01,2010-11-01,2012-06-01,2010,80,Open Label,Randomized,2002-08-01,lead,Bonn,,large
NCT00145132,25819144,10.1016/j.euroneuro.2014.12.010,https://www.ncbi.nlm.nih.gov/pubmed/25819144,TRUE,FALSE,Hand search,1861,1861,NA,NA,-92,1552,1552,3413,yes,Completed,no,Phase 4,Other,Procedure,2009-12-01,2009-12-01,2015-01-05,2009,30,Open Label,Non-Randomized,2005-06-01,lead,LMU München,,large
NCT00167583,NA,10.1136/annrheumdis-2016-eular.2780,http://ard.bmj.com/content/75/Suppl_2/1091.2,TRUE,FALSE,Hand search,1369,1278,NA,NA,-312,2640,2549,3918,yes,Unknown status,no,Phase 3,Other,Drug,2012-09-01,2012-12-01,2016-06-01,2012,100,Single Blind,Randomized,2004-11-01,lead,Tübingen,,large
NCT00170573,NA,10.1093/annonc/mdl079,https://academic.oup.com/annonc/article/17/6/957/197163/Biweekly-pegylated-liposomal-doxorubicin-in,TRUE,FALSE,Hand search,-1035,-1522,NA,NA,-1439,1787,1300,265,yes,Completed,Not given,Phase 2,Other,Drug,2009-04-01,2010-08-01,2006-06-01,2009,82,Open Label,NA,2001-10-01,lead,Berlin,,large
NCT00170677,NA,10.1200/jco.2009.27.15_suppl.5553,http://ascopubs.org/doi/abs/10.1200/jco.2009.27.15_suppl.5553,TRUE,FALSE,Hand search,-1341,-1341,NA,NA,-12,2667,2667,1326,yes,Completed,no,Phase 2,Other,Drug,2013-01-01,2013-01-01,2009-05-01,2013,194,Open Label,Non-Randomized,2005-09-01,lead,Berlin,,large
NCT00170690,NA,NA,https://gynoncrp.biomedcentral.com/articles/10.1186/s40661-017-0040-2,TRUE,FALSE,Hand search,1923,1801,NA,NA,-407,2393,2271,4194,yes,Completed,no,Phase 3,Other,Drug,2011-12-01,2012-04-01,2017-03-07,2011,123,Open Label,Randomized,2004-08-01,lead,Berlin,,large
NCT00180128,25366167,10.1007/s00277-014-2242-6,https://www.ncbi.nlm.nih.gov/pubmed/?term=Two+cycles+of+risk-adapted+consolidation+therapy+in+patients+with+acute+promyelocytic+leukemia.+Results+from+the+SAL-AIDA2000+trial,TRUE,FALSE,Hand search,734,734,NA,NA,-2081,2607,2607,3341,yes,Unknown status,no,Phase 4,Other,Drug,2012-11-01,2012-11-01,2014-11-05,2012,80,Open Label,Non-Randomized,2000-01-01,lead,Dresden,,large
NCT00180167,NA,10.1111/ejh.12675,http://onlinelibrary.wiley.com/doi/10.1111/ejh.12675/full,TRUE,FALSE,Hand search,1904,1904,NA,NA,-255,1752,1752,3656,yes,Completed,no,Phase 4,Other,Drug,2010-07-01,2010-07-01,2015-09-17,2010,492,Open Label,Randomized,2005-01-01,lead,Dresden,,large
NCT00204334,23038220,10.1159/000343140,https://www.ncbi.nlm.nih.gov/pubmed/23038220,TRUE,FALSE,Hand search,1007,1007,NA,NA,-103,1572,1572,2579,yes,Completed,no,Phase 4,Other,Drug,2010-01-01,2010-01-01,2012-10-04,2010,60,Open Label,Non-Randomized,2005-06-01,lead,Münster,,large
NCT00204516,21672032,10.1111/j.1600-0625.2011.01312.x,https://www.ncbi.nlm.nih.gov/pubmed/?term=No+evidence+of+viral+genomes+in+whole-transcriptome+sequencing+of+three+melanoma+metastases,TRUE,FALSE,Hand search,-48,-536,NA,NA,565,2636,2148,2100,yes,Completed,no,Phase 1/Phase 2,Other,Biological,2011-08-01,2012-12-01,2011-06-14,2011,31,Open Label,Non-Randomized,2007-04-01,lead,Tübingen,,large
NCT00204542,21414035,10.1111/j.1468-3083.2011.04005.x,https://www.ncbi.nlm.nih.gov/pubmed/21414035,TRUE,FALSE,Hand search,747,107,NA,NA,-104,1905,1265,2012,yes,Completed,yes,Phase 4,Other,Drug,2009-03-01,2010-12-01,2011-03-18,2009,418,Open Label,Randomized,2005-06-01,lead,Tübingen,Berlin Freiburg,large
NCT00204581,20564107,10.1002/cncr.2515,https://www.ncbi.nlm.nih.gov/pubmed/20564107,TRUE,FALSE,Hand search,595,261,NA,NA,-774,1540,1206,1801,yes,Completed,no,Phase 2,Other,Drug,2009-01-01,2009-12-01,2010-08-19,2009,51,Open Label,Non-Randomized,2003-08-01,lead,Tübingen,,large
NCT00237419,21906431,NA,https://www.ncbi.nlm.nih.gov/pubmed/21906431,TRUE,FALSE,Hand search,303,152,NA,NA,52,1999,1848,2151,yes,Unknown status,yes,Not given,Other,Drug,2010-11-01,2011-04-01,2011-08-31,2010,149,Open Label,Non-Randomized,2005-12-01,facility,,Berlin LMU München,No lead center
NCT00268853,23946328,NA,NA,TRUE,FALSE,Hand search,470,470,NA,NA,-50,2323,2323,2793,yes,Completed,yes,Phase 2,Industry,Drug,2012-05-01,2012-05-01,2013-08-14,2012,124,Open Label,Randomized,2005-11-01,facility,,Dresden Düsseldorf Köln Würzburg,No lead center
NCT00274742,NA,10.1200/jco.2013.31.15_suppl.3051,http://ascopubs.org/doi/abs/10.1200/jco.2013.31.15_suppl.3051,TRUE,TRUE,Hand search,658,414,1240,996,-588,2273,2029,2687,yes,Completed,yes,Phase 1,Industry,Biological,2011-08-01,2012-04-01,2013-05-20,2011,76,Open Label,NA,2004-06-01,lead,Würzburg,Erlangen Duisburg Tübingen Ulm,small
NCT00284687,21443904,10.1016/j.antiviral.2011.03.184,http://www.sciencedirect.com/science/article/pii/S0166354211002361?via%3Dihub,TRUE,FALSE,Hand search,457,457,NA,NA,151,1490,1490,1947,yes,Completed,no,Phase 3,Other,Drug,2010-03-01,2010-03-01,2011-06-01,2010,20,Open Label,Non-Randomized,2006-07-01,facility,,Erlangen,No lead center
NCT00307450,20803300,10.1007/s00702-010-0472-x,https://www.ncbi.nlm.nih.gov/pubmed/20803300,TRUE,FALSE,Hand search,546,424,NA,NA,-26,1192,1070,1616,yes,Completed,yes,Phase 4,Other,Drug,2009-03-01,2009-07-01,2010-08-29,2009,34,Double Blind,Randomized,2006-03-01,lead,Dresden,Leipzig,large
NCT00310492,NA,NA,https://www.clinicaltrialsregister.eu/ctr-search/trial/2005-004675-37/results,TRUE,FALSE,Hand search,2591,2407,NA,NA,-1,1309,1125,3716,yes,Completed,no,Phase 3,Industry,Biological,2009-05-01,2009-11-01,2016-06-04,2009,154,Double Blind,Randomized,2006-04-01,lead,Hannover,,large
NCT00322101,NA,10.1111/bjh.13476,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4526353/,TRUE,TRUE,Hand search,1583,670,368,-545,-121,3074,2161,3744,yes,Completed,yes,Phase 3,Other,Drug,2012-04-01,2014-10-01,2016-08-01,2012,25,Open Label,Randomized,2006-01-01,facility,,Dresden,No lead center
NCT00324779,21487109,10.1182/blood-2011-01-330795,http://www.bloodjournal.org/content/118/1/139.full,TRUE,FALSE,Hand search,97,97,NA,NA,-800,1787,1787,1884,yes,Completed,yes,Phase 2,Other,Biological,2011-04-01,2011-04-01,2011-07-07,2011,79,Open Label,NA,2004-03-01,lead,Erlangen,Aachen Berlin Dresden Duisburg Frankfurt Freiburg Greifswald Hamburg Hannover Heidelberg Jena Kiel Leipzig Lübeck Magdeburg Marburg LMU München Münster Homburg Tübingen Ulm Würzburg,large
NCT00326079,22275344,10.1136/bjophthalmol-2011-300218,http://bjo.bmj.com/content/96/5/645.short,TRUE,FALSE,Hand search,-464,-464,NA,NA,-649,2546,2546,2082,yes,Unknown status,yes,Phase 4,Industry,Device,2013-05-01,2013-05-01,2012-01-23,2013,61,Open Label,Randomized,2004-08-01,facility,,Mainz,No lead center
NCT00337519,NA,10.1016/j.bbmt.2011.12.041,http://www.bbmt.org/article/S1083-8791(11)00601-X/fulltext,TRUE,FALSE,Hand search,1036,1036,NA,NA,-1261,1021,1021,2057,yes,Unknown status,yes,Phase 2,Other,Procedure,2009-04-01,2009-04-01,2012-02-01,2009,82,Open Label,Non-Randomized,2003-01-01,lead,Berlin Dresden,,large
NCT00344253,23786783,10.1016/j.ajo.2013.05.002,https://www.ncbi.nlm.nih.gov/pubmed/23786783,TRUE,FALSE,Hand search,839,533,NA,NA,-113,2019,1713,2552,yes,Completed,no,Phase 3,Other,Drug,2011-03-01,2012-01-01,2013-06-17,2011,19,Single Blind,Randomized,2006-03-01,lead,Heidelberg,,large
NCT00348153,NA,10.1111/j.1755-3768.2012.2276.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1755-3768.2012.2276.x/abstract,FALSE,FALSE,Abstract only,NA,NA,NA,NA,29,2433,2252,NA,yes,Unknown status,no,Phase 2/Phase 3,Other,Drug,2012-09-01,2013-03-01,NA,2012,40,Single Blind,Randomized,2006-08-01,lead,Heidelberg,,large
NCT00349089,23161898,10.1093/annonc/mds578,https://www.ncbi.nlm.nih.gov/pubmed/23161898,TRUE,FALSE,Hand search,-381,-381,NA,NA,89,2707,2707,2326,yes,Unknown status,yes,Phase 2,Other,Drug,2013-12-01,2013-12-01,2012-11-15,2013,134,Open Label,Randomized,2006-10-01,lead,Heidelberg,Göttingen,large
NCT00368121,23713484,10.3109/10428194.2013.809074,https://www.ncbi.nlm.nih.gov/pubmed/23713484,TRUE,FALSE,Hand search,423,423,NA,NA,-22,2109,2109,2532,yes,Terminated,yes,Phase 2,Other,Drug,2012-06-01,2012-06-01,2013-07-29,2012,13,Open Label,NA,2006-08-01,lead,Köln,Münster Würzburg,large
NCT00369018,22693121,10.1002/lsm.22041,https://www.ncbi.nlm.nih.gov/pubmed/22693121,TRUE,FALSE,Hand search,1077,1077,NA,NA,-27,1038,1038,2115,yes,Completed,yes,Phase 1/Phase 2,Industry,Drug,2009-07-01,2009-07-01,2012-06-12,2009,96,Double Blind,Randomized,2006-08-01,lead,Hannover,,large
NCT00372216,22186968,NA,NA,TRUE,FALSE,Hand search,811,719,NA,NA,27,1215,1123,1934,yes,Completed,yes,Phase 3,Other,Drug,2009-10-01,2010-01-01,2011-12-21,2009,337,Open Label,Randomized,2006-10-01,facility,,Berlin Frankfurt Giessen Leipzig Mannheim Rostock,No lead center
NCT00373373,23897964,10.1200/JCO.2012.46.4990,https://www.ncbi.nlm.nih.gov/pubmed/23897964,TRUE,FALSE,Hand search,1489,1489,NA,NA,-5,1029,1029,2518,yes,Completed,yes,Phase 2,Other,Drug,2009-07-01,2009-07-01,2013-07-29,2009,200,Double Blind,Randomized,2006-09-01,lead,Frankfurt Münster,Berlin Dresden Duisburg Heidelberg Köln Mainz Marburg TU München Regensburg Würzburg,large
NCT00388505,21075062,10.1016/j.jcf.2010.10.003,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4086197/,TRUE,TRUE,Hand search,621,621,1206,1206,-257,867,867,1488,yes,Completed,yes,Phase 3,Industry,Drug,2009-03-01,2009-03-01,2010-11-12,2009,517,Open Label,Randomized,2006-02-01,facility,,Frankfurt LMU München,No lead center
NCT00397345,20881001,10.1158/1078-0432.CCR-10-2082,https://www.ncbi.nlm.nih.gov/pubmed/20881001,TRUE,FALSE,Hand search,302,302,NA,NA,-68,1119,1119,1421,yes,Completed,yes,Phase 3,Industry,Biological,2009-12-01,2009-12-01,2010-09-29,2009,700,Double Blind,Randomized,2006-09-01,facility,,Dresden,No lead center
NCT00398554,25204374,10.3109/10428194.2014.961011,http://www.tandfonline.com/doi/abs/10.3109/10428194.2014.961011,TRUE,FALSE,Hand search,738,587,NA,NA,-526,2304,2153,2891,yes,Completed,yes,Phase 2,Other,Drug,2012-10-01,2013-03-01,2014-10-09,2012,16,Open Label,NA,2005-06-01,lead,Halle,Berlin Erlangen Frankfurt Hannover Köln Leipzig Münster,small
NCT00401453,NA,10.1055/s-0029-1222046,https://www.thieme-connect.com/products/ejournals/abstract/10.1055/s-0029-1222046,TRUE,FALSE,Hand search,-306,-306,NA,NA,45,1172,1172,866,yes,Completed,no,Phase 3,Other,Behavioral,2010-02-01,2010-02-01,2009-04-01,2010,15,Open Label,Randomized,2007-01-01,lead,Mannheim,,small
NCT00402532,27104933,10.1111/ajt.13835,https://www.ncbi.nlm.nih.gov/pubmed/27104933,TRUE,FALSE,Hand search,1688,1658,NA,NA,-629,1837,1807,3495,yes,Completed,no,Phase 3,Other,Drug,2011-11-01,2011-12-01,2016-06-15,2011,190,Open Label,Randomized,2005-03-01,lead,Hannover,,large
NCT00403884,26368551,10.1159/000439188,https://www.karger.com/Article/FullText/439188,TRUE,FALSE,Hand search,2114,1871,NA,NA,-784,1346,1103,3217,yes,Unknown status,no,Not given,Other,Procedure,2009-12-01,2010-08-01,2015-09-15,2009,60,Single Blind,Non-Randomized,2004-10-01,lead,Regensburg,,small
NCT00405743,22226018,NA,NA,TRUE,FALSE,Hand search,983,618,NA,NA,-212,1249,884,1867,yes,Completed,yes,Phase 1/Phase 2,Industry,Drug,2009-05-01,2010-05-01,2012-01-09,2009,153,Open Label,Non-Randomized,2006-05-01,facility,,Berlin Frankfurt Münster,No lead center
NCT00407667,NA,10.1177/1545968311413906,http://journals.sagepub.com/doi/abs/10.1177/1545968311413906,TRUE,FALSE,Hand search,737,615,NA,NA,0,1096,974,1711,yes,Completed,yes,Not given,Other,Device,2009-08-01,2009-12-01,2011-08-08,2009,96,Double Blind,Non-Randomized,2006-12-01,lead,Berlin,,large
NCT00411151,21561763,10.1016/j.ejca.2011.04.006,http://www.sciencedirect.com/science/article/pii/S0959804911002553,TRUE,TRUE,Hand search,677,646,516,485,-10,964,933,1610,yes,Completed,yes,Phase 2,Other,Drug,2009-07-01,2009-08-01,2011-05-09,2009,52,Open Label,Non-Randomized,2006-12-01,lead,Mainz,Berlin Dresden Duisburg Heidelberg Köln Magdeburg Homburg Tübingen Würzburg,large
NCT00425698,22012130,10.1038/ki.2011.349,https://www.ncbi.nlm.nih.gov/pubmed/22012130,TRUE,TRUE,Hand search,901,717,460,276,10,1014,830,1731,yes,Completed,no,Phase 2/Phase 3,Other,Drug,2009-05-01,2009-11-01,2011-10-19,2009,88,Double Blind,Randomized,2007-02-01,lead,Hannover Homburg,,large
NCT00426660,NA,10.1093/jac/dkq458,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3019088/,TRUE,TRUE,Hand search,213,213,366,366,10,1226,1226,1439,yes,Completed,yes,Phase 3,Industry,Drug,2010-06-01,2010-06-01,2010-12-31,2010,1047,NA,Non-Randomized,2007-02-01,facility,,Dresden Duisburg Hannover Köln,No lead center
NCT00427180,24112756,10.1111/aos.12179,http://onlinelibrary.wiley.com/doi/10.1111/aos.12179/full,TRUE,FALSE,Hand search,1059,1029,NA,NA,-55,1406,1376,2435,yes,Unknown status,Not given,Not given,Industry,Device,2010-11-01,2010-12-01,2013-09-25,2010,20,Open Label,Non-Randomized,2006-12-01,lead,Hamburg,,large
NCT00431561,20980335,10.1093/neuonc/noq142,https://www.ncbi.nlm.nih.gov/pubmed/20980335,TRUE,FALSE,Hand search,605,605,NA,NA,-1406,755,755,1360,yes,Completed,yes,Phase 2,Industry,Drug,2009-03-01,2009-03-01,2010-10-27,2009,141,Open Label,Randomized,2003-04-01,lead,Regensburg,Berlin Dresden Giessen Kiel Leipzig Magdeburg Mainz Münster Tübingen,small
NCT00431912,27007550,10.1001/jamadermatol.2016.0401,https://www.ncbi.nlm.nih.gov/pubmed/27007550,TRUE,FALSE,Hand search,2008,1765,NA,NA,-4,1669,1426,3434,yes,Completed,yes,Phase 2,Industry,Drug,2011-01-01,2011-09-01,2016-07-01,2011,25,Open Label,Non-Randomized,2007-02-01,facility,,Mannheim,No lead center
NCT00434161,23241739,10.1038/bmt.2012.257,https://www.ncbi.nlm.nih.gov/pubmed/23241739,TRUE,TRUE,Hand search,1387,230,366,-791,-69,1909,752,2139,yes,Completed,no,Phase 3,Industry,Drug,2009-03-01,2012-05-01,2012-12-17,2009,281,Double Blind,Randomized,2006-12-01,lead,Leipzig,,large
NCT00437307,27789470,10.1093/annonc/mdw418,https://www.ncbi.nlm.nih.gov/pubmed/27789470,TRUE,FALSE,Hand search,1213,513,NA,NA,10,3024,2324,3537,yes,Completed,no,Phase 3,Other,Drug,2013-07-01,2015-06-01,2016-10-26,2013,550,Open Label,Randomized,2007-03-01,lead,Berlin,,large
NCT00446550,NA,10.1016/j.ymgme.2009.10.110,http://www.sciencedirect.com/science/article/pii/S1096719209003941,FALSE,FALSE,Abstract only,NA,NA,NA,NA,267,876,876,NA,yes,Completed,yes,Phase 2,Industry,Drug,2009-08-01,2009-08-01,NA,2009,19,Open Label,Randomized,2007-12-01,facility,,Mainz,No lead center
NCT00450684,NA,NA,http://scidok.sulb.uni-saarland.de/volltexte/2017/6827/pdf/Dissertation_ohne_Lebenslauf.pdf,TRUE,FALSE,Dissertation,1430,852,NA,NA,41,2356,1778,3208,yes,Completed,yes,Phase 2/Phase 3,Other,Device,2012-02-01,2013-09-01,2016-01-01,2012,55,Double Blind,Randomized,2007-05-01,facility,,Aachen Berlin Erlangen Freiburg Halle Hamburg TU München Münster Homburg Tübingen,No lead center
NCT00451958,21342376,10.1111/j.1742-1241.2011.02637.x,https://www.ncbi.nlm.nih.gov/pubmed/21342376,TRUE,TRUE,Hand search,-221,-282,375,314,-22,1714,1653,1432,yes,Completed,yes,Phase 3,Industry,Drug,2011-10-01,2011-12-01,2011-02-22,2011,386,Open Label,Randomized,2007-03-01,facility,,Mannheim Regensburg,No lead center
NCT00453895,22837187,NA,NA,TRUE,FALSE,Hand search,664,421,NA,NA,95,1526,1283,1947,yes,Unknown status,yes,Phase 2,Other,Drug,2010-10-01,2011-06-01,2012-07-26,2010,36,Open Label,Non-Randomized,2007-07-01,lead,Würzburg,Berlin,small
NCT00454389,23174399,10.1016/j.ophtha.2012.07.068,https://www.ncbi.nlm.nih.gov/pubmed/23174399,TRUE,FALSE,Hand search,446,111,NA,NA,4,1953,1618,2064,yes,Unknown status,yes,Phase 3,Industry,Device,2011-09-01,2012-08-01,2012-11-20,2011,494,Open Label,Randomized,2007-04-01,facility,,Leipzig Würzburg,No lead center
NCT00461656,NA,NA,http://iovs.arvojournals.org/article.aspx?articleid=2351700,TRUE,FALSE,Hand search,-275,-275,NA,NA,868,2055,2055,1780,yes,Completed,yes,Phase 4,Other,Drug,2012-12-01,2012-12-01,2012-03-01,2012,70,Double Blind,Randomized,2009-09-01,lead,LMU München,Greifswald Halle Magdeburg,large
NCT00466102,24072232,10.1007/s00432-013-1518-x,http://onlinelibrary.wiley.com/doi/10.1002/ejp.843/full,TRUE,FALSE,Hand search,1031,300,NA,NA,-145,2047,1316,2347,yes,Unknown status,no,Phase 2,Other,Drug,2010-12-01,2012-12-01,2013-09-27,2010,130,Double Blind,Randomized,2006-12-01,lead,Aachen,,small
NCT00479609,21386088,NA,NA,TRUE,FALSE,Hand search,796,706,NA,NA,-54,677,587,1383,yes,Unknown status,no,Phase 3,Other,Drug,2009-01-01,2009-04-01,2011-03-08,2009,176,Double Blind,Randomized,2007-04-01,facility,,Berlin Münster,No lead center
NCT00488124,NA,NA,http://press.endocrine.org/doi/abs/10.1210/endo-meetings.2012.PE.2.SUN-602,FALSE,FALSE,Abstract only,NA,NA,NA,NA,-594,1352,1324,NA,yes,Completed,yes,Phase 2,Other,Drug,2011-02-01,2011-03-01,NA,2011,120,Open Label,NA,2005-11-01,lead,Erlangen,Aachen Dresden Duisburg Heidelberg Köln Magdeburg Homburg,large
NCT00490984,21994041,10.1002/lary.22173,https://www.ncbi.nlm.nih.gov/pubmed/21994041,TRUE,FALSE,Hand search,983,833,NA,NA,-505,741,591,1574,yes,Completed,yes,Not given,Industry,Device,2009-02-01,2009-07-01,2011-10-12,2009,60,Open Label,Non-Randomized,2006-02-01,lead,Mannheim,,small
NCT00499265,23412098,10.1038/bjc.2013.62,https://www.ncbi.nlm.nih.gov/pubmed/23412098,TRUE,FALSE,Hand search,1020,1020,NA,NA,-100,1026,1026,2046,yes,Completed,yes,Phase 2,Industry,Drug,2010-05-01,2010-05-01,2013-02-14,2010,95,Open Label,Randomized,2007-04-01,facility,,Berlin Freiburg Magdeburg Mainz Mannheim LMU München TU München,No lead center
NCT00502554,23406373,10.1111/ajt.12155,https://www.ncbi.nlm.nih.gov/pubmed/23406373,TRUE,FALSE,Hand search,1080,1080,NA,NA,16,959,959,2039,yes,Terminated,yes,Not given,Other,Procedure,2010-03-01,2010-03-01,2013-02-13,2010,12,Open Label,Randomized,2007-08-01,lead,Hannover,,large
NCT00505570,26908949,NA,NA,TRUE,FALSE,Hand search,1116,1116,NA,NA,-445,2023,2023,3139,yes,Terminated,yes,Phase 2,Industry,Device,2013-02-01,2013-02-01,2016-02-22,2013,107,Open Label,Randomized,2006-05-01,facility,,Halle Hamburg Münster,No lead center
NCT00507832,24281309,10.1159/000355671,https://www.ncbi.nlm.nih.gov/pubmed/24281309,TRUE,FALSE,Hand search,1636,1514,NA,NA,-116,798,676,2312,yes,Completed,no,Phase 2,Other,Drug,2009-06-01,2009-10-01,2013-11-23,2009,30,Double Blind,Randomized,2007-04-01,lead,Münster,,large
NCT00511446,24024696,10.3109/0284186X.2013.833346,https://www.ncbi.nlm.nih.gov/pubmed/24024696,TRUE,FALSE,Hand search,1230,254,NA,NA,-1,1979,1003,2233,yes,Completed,yes,Phase 2,Other,Drug,2010-05-01,2013-01-01,2013-09-12,2010,56,Open Label,NA,2007-08-01,lead,Halle,Berlin Bochum Mainz Mannheim Ulm,small
NCT00512993,27323347,NA,NA,TRUE,FALSE,Hand search,959,959,NA,NA,-975,2282,2282,3241,yes,Completed,yes,Phase 3,Other,Drug,2013-11-01,2013-11-01,2016-06-17,2013,654,Open Label,Randomized,2004-12-01,facility,,Dresden Erlangen Duisburg Frankfurt Greifswald Halle Jena Kiel Köln Lübeck Magdeburg Mannheim Marburg Rostock Tübingen,No lead center
NCT00518895,24667300,10.1097/CMR.0000000000000056,https://insights.ovid.com/pubmed?pmid=24667300,TRUE,FALSE,Hand search,1127,1127,NA,NA,-44,1356,1356,2483,yes,Completed,yes,Phase 3,Industry,Drug,2011-05-01,2011-05-01,2014-06-01,2011,300,Double Blind,Randomized,2007-07-01,facility,,Berlin Bochum Duisburg Freiburg Giessen Jena Leipzig Lübeck Mainz Mannheim Marburg Tübingen,No lead center
