number_new,number,drksId,pruefer,cities_lead,cities_lead_corrected,manual_validation_cities_lead,Publication identified in which step,publication_DOI,publication_URL,article_yes_no,publication_date,unsure_about_publ_yes_no,reason,other_comments,title,firstDrksPublishDate,startDate,startDate_plannedActual,studyEnd,intervention.category0,intervention.value0,intervention.category1,intervention.value1,intervention.category2,intervention.value2,address.type0,address.affiliation0,address.firstname0,address.lastname0,address.type1,address.affiliation1,address.firstname1,address.lastname1,targetSize,recruitmentStatus,investorInitiated,monoMultiCentric,publication.category0,publication.type0,publication.value0,publication.category1,publication.type1,publication.value1,publication.category2,publication.type2,publication.value2,publication.category3,publication.type3,publication.value3,publication.category4,publication.type4,publication.value4
127,364,DRKS00005989,NR,Mannheim,Mannheim,Mannheim,1,10.1097/EJA.0000000000000794 ,,yes,01.10.2018,no,,,Spinal anaesthesia with chloroprocain versus total intravenous anaesthesia for outpatient knee arthroscopy,2014-04-15,2014/04/03,Actual,2015/08/24,Arm 1,"Spinal anaesthesia using 40mg chloroprocaine 1% for outpatient knee-arthroscopy. The hight of sensory and motor block as well as the decay of the block is documented. Measured are time-spans until discharge, first occurence of pain, until spontaneous micturition and unassisted ambulation.<br/>Patients´ overall satisfaction and quality of recovery are measured by standardized questionaires. One week after intervention a telephone-intervie is conducted to ask for adverse side effects.",Arm 2,"General Anaesthesia (total intravenous anaesthesia using propofol and sufentanil) for outpatient knee-arthroscopy. Measured are time-spans until discharge, first occurence of pain and until  unassisted ambulation.<br/>Patients´ overall satisfaction and quality of recovery are measured by standardized questionaires. One week after intervention a telephone-intervie is conducted to ask for adverse side effects.",,,Primary Sponsor,Klinik für Anästhesiologie und Operative Intensivmedizin der Universitätsmedizin Mannheim,[---]*,[---]*,Contact for Scientific Queries,Universitätsmedizin MannheimKlinik für Anästhesiologie und Operative Intensivmedizin,Marc,Schmittner,80,"Recruiting complete, follow-up complete",yes,Monocenter trial,Paper,[---]*,"Gebhardt V, Zawierucha V, Schöffski O, Schwarz A, Weiss C, Schmittner MD. Spinal anaesthesia with chloroprocaine 1% versus total intravenous anaesthesia for outpatient knee arthroscopy: A randomised controlled trial. Eur J Anaesthesiol. 2018 Oct;35(10):774-781. doi: 10.1097/EJA.0000000000000794",,,,,,,,,,,,
128,365,DRKS00007121,NR,Mannheim,Mannheim,Mannheim,1,10.1111/aas.12839 ,,yes,28.11.2016,no,,,Dosage finding for spinal anaesthesia using chloroprocaine 1% in patients undergoing perianal outpatient surgery.<br/>,2014-10-30,2015/01/13,Actual,2015/09/23,Arm 1,"Spinal anesthesia using 10mg chloroprocaine 1%. Patients Patients have to stay in an upright sitting position for 10min. Expansion of sensory and motor block are measured. Time spans until unassisted ambulation, spontaneous micturition, first occurence of pain andreaddiness for home-discharge are documented.",Arm 2,"Spinal anesthesia using 20mg chloroprocaine 1%. Patients Patients have to stay in an upright sitting position for 10min. Expansion of sensory and motor block are measured. Time spans until unassisted ambulation, spontaneous micturition, first occurence of pain andreaddiness for home-discharge are documented.",Arm 3,"Spinal anesthesia using 30mg chloroprocaine 1%. Patients Patients have to stay in an upright sitting position for 10min. Expansion of sensory and motor block are measured. Time spans until unassisted ambulation, spontaneous micturition, first occurence of pain andreaddiness for home-discharge are documented.",Primary Sponsor,Klinik für Anästhesiologie und Operative Intensivmedizin der Universitätsmedizin Mannheim,[---]*,[---]*,Contact for Scientific Queries,Universitätsmedizin MannheimKlinik für Anästhesiologie und Operative Intensivmedizin,Marc,Schmittner,120,"Recruiting complete, follow-up complete",yes,Monocenter trial,Paper,[---]*,"Gebhardt V, Mueller-Hansen L, Schwarz A, Bussen D, Weiss C, Schmittner MD. Chloroprocaine 10 mg/ml for low-dose spinal anaesthesia in perianal surgery – a randomised dose finding study. Acta Anaesthesiologica Scandinavica 2017",,,,,,,,,,,,
452,366,DRKS00007903,NR,Mannheim,none,-,9,,,,,,,CRS Clinical Research Services Mannheim GmbH ,"A single-center, randomized, single-blinded, controlled, pilot study to investigate the delivery of adalimumab after subcutaneous injection with a needle free injection device compared to injection with a syringe",2015-03-20,2015/04/15,Actual,2015/06/11,Arm 1,"Humira ® (Adalimumab), 25 mg (needle-free injection), for 1 day (single-dose)",Arm 2,"Humira ® (Adalimumab), 25 mg (subcutaneous injection), for 1 day (single-dose)",,,Primary Sponsor,IIS Innovative Injektions-Systeme GmbH & Co. KG,Stefan,Henke,Contact for Scientific Queries,CRS Clinical Research Services Mannheim GmbH,Armin,Schultz,36,"Recruiting complete, follow-up complete",no,Monocenter trial,Paper,[---]*,keine Publikation,,,,,,,,,,,,
20,367,DRKS00007976,NR,Mannheim,Mannheim,Mannheim,0,,,,,,,,Measurement of heart rate variability - comparison of two systems in probands and a technical model,2015-04-13,2015/04/30,Actual,2016/02/06,Arm 1,"Measurement of heart rate variability / stress level with an iPhone app non-invasively (detection of the pulse wave via iPhone camera on the fingertip) in the complete cohort of probands first at rest after a resting period of 10 minutes and subsequently after induction of stress (10 knee bends with following standing), measurement for 5 minutes each time",Arm 2,"Measurement of heart rate variability / stress level with a professional heart rate variability study system non-invasively (detection of the pulse wave via clip on the earlobe) in the complete cohort of probands first at rest after a resting period of 10 minutes and subsequently after induction of stress (10 knee bends with following standing), measurement for 5 minutes each time",,,Primary Sponsor,"Universitätsmedizin Mannheim, Klinik für Anästhesiologie und operative Intensivmedizin",Frieder,Keck,Contact for Scientific Queries,"Universitätsmedizin Mannheim, Klinik für Anästhesiologie und operative Intensivmedizin",Frieder,Keck,20,"Recruiting complete, follow-up complete",yes,Monocenter trial,,,,,,,,,,,,,,,
372,368,DRKS00009688,NR,Mannheim,Mannheim,Mannheim,2,10.1111/iju.13063 ,,yes,18.02.2016,no,,,Study on the requirement of drain placement during open partial nephrectomy ,2015-11-17,2009/10/01,Actual,2015/10/01,Arm 1,Drain placement ,Arm 2,no drain placement ,,,Primary Sponsor,Universitätsklinikum Mannheim,[---]*,[---]*,Contact for Scientific Queries,University Medical Center MannheimDepartment of Urology,Maximilian,Kriegmair,100,"Recruiting complete, follow-up complete",yes,Monocenter trial,,,,,,,,,,,,,,,
373,369,DRKS00013254,NR,Mannheim,Mannheim,Mannheim,3,,https://archiv.ub.uni-heidelberg.de/volltextserver/25680/1/Dissertation-ES-11.2018-Ver%C3%B6ffent.pdf,no,11.12.2018,yes,,Dissertation. DRKS ID not given but seems to match the registry entry. Publication date unclear,Evaluation of different positive end-expiratory pressures using a laryngeal mask during smaller surgical interventions in children,2017-11-27,2012/01/19,Actual,2014/07/11,Arm 1,"We conducted this prospective clinical trial over a period from February 2012 to August 2014. We included children aged between 1 and 12 years old, who were scheduled for an elective inguinal hernia repair or circumcision, with general anaesthesia using a laryngeal mask.<br/>Pressure-controlled ventilation was carried out with a target tidal volume of 6 to 8 ml per kilogram body weight and a PEEP of 3 mbar. The inspiratory oxygen fraction (FiO2) was reduced from 80% to 50%, aiming at an oxygen saturation of above 95% and an end-tidal carbon dioxide (EtCO2) concentration of 33-39 mmHg. A balanced anaesthesia was maintained to the end of the surgery, using sevofluran with a minimal alveolar concentration (MAC) of 0.8, or as a total intravenous anaesthesia using propofol.<br/>In addition, each patient also received a correctly dimensioned gastric tube through the drainage canal immediately after positioning of the laryngeal mask had been placed with negative leak test. Following application of the gastric tube, the contents of the stomach (fluids or air) were withdrawn with a syringe and their quantities were noted separately. <br/>A PEEP of 3 mbar prevailed from the start of mechanical ventilation. Data collection starts after application of the gastric tube at a PEEP of 3 mbar (T0). Immediately after T0 PEEP was increased to 5 mbar for 5 minutes. After that, additional data collection was done (T1). Thereafter PEEP was reduced to 3 mbar. After a further 5 minutes, the end of a PEEP of 3 mbar was reached in the form of measuring point T2. Finally, PEEP was reduced to 0 mbar for 5 minutes following data collection (T3). General anaesthesia was continued for the remaining operating time in accordance with the current standards in paediatric anaesthesia. The laryngeal mask was removed correctly at the end of surgery once the patient was awake and exhibiting sufficient spontaneous respiration and an adequate presence of protective reflexes. The patient was then handed over to the team in the recovery room. <br/>",,,,,Primary Sponsor,Universitätsmedizin MannheimKlinik für Anästhesie und operative Intensivmedizin,Tim,Viergutz,Contact for Scientific Queries,Universitätsmedizin MannheimKlinik für Anästhesie und operative Intensivmedizin,Tim,Viergutz,71,"Recruiting complete, follow-up complete",yes,Monocenter trial,,,,,,,,,,,,,,,
30,370,DRKS00003851,MH,Marburg,Marburg,Marburg,0,,,,,,,,Effect of simvastatin in combination with a superpotent topical corticosteroid in bullous pemphigoid<br/><br/>A prospective multi-centre randomised double-blind placebo-controlled <br/>pilot study<br/>,2013-04-25,2013/12/09,Actual,2014/04/30,Arm 1,Best medical treatment (Control intervention):<br/>Arm A (BMT): Clobetasol Cream at an initial dose of 30g/d plus placebo<br/>,Arm 2,Experimental intervention:<br/>Arm B (BMT + adjuvant simvastatin): Clobetasol Cream at an initial dose of 30g/d plus Simvastatin at a dose of 40mg/d,,,Primary Sponsor,Philipps-Universität Marburg,[---]*,[---]*,Contact for Scientific Queries,Klinik für Dermatologie und Allergologie<br/>Philipps Universität Marburg,Michael,Hertl,30,Recruiting stopped after recruiting started ,yes,Multicenter trial,,,,,,,,,,,,,,,
31,371,DRKS00005432,MH,Marburg,Marburg,Marburg,0,,,,,,,,"Perioperative administration of Tapentadol – tolerance, safety and effects<br/>on postoperative recovery and quality of life.<br/>(PATENT)<br/>Randomized, controlled study to compare the analgesic therapy with<br/>tapentadol compared to pure opioid receptor agonists",2014-03-14,2014/06/04,Actual,2016/09/02,Arm 1,"Intervention group hysterectomy with tapentadol Palexia retard 50mg /100mg capsules (Grünenthal Aachen) [oral] and Etoricoxib 60 mg [oral] dosage interval 12h.<br/>if needed: tapentadol Palexia film-coated tablets 50 mg (not retarded) Grünenthal UK [oral] +<br/>Morphine sulfate-GRY ®, [iv] (PCA pump).<br/><br/>",Arm 2,"Control group hysterectomy etoricoxib 60 mg [oral] dosage interval 12h and if needed: morphine sulfate GRY ®, [iv] (PCA pump)",,,Primary Sponsor,Philipps-Universität Marburg,Christoph,Dupuy Backofen,Contact for Scientific Queries,Klinik für Anästhesie und IntensivtherapiePhilipps-Universität Marburg,Leopold,Eberhart,120,"Recruiting complete, follow-up complete",yes,Monocenter trial,,,,,,,,,,,,,,,
137,372,DRKS00006147,MH,Marburg,Marburg,Marburg,1,10.1111/aas.12732,https://onlinelibrary.wiley.com/doi/full/10.1111/aas.12732,yes,20.04.2016,no,,,Incidence of phrenic nerve palsy following interscalene versus supraclavicular nerve block catheter insertion,2014-06-02,2014/07/30,Actual,2015/04/21,Arm 1,Interscalene nerve block catheter,Arm 2,Supraclavicular nerve block catheter,,,Primary Sponsor,Universitätsklinikum Marburg Klinik für Anästhesie und Intensivtherapie,Thorsten,Steinfeldt,Contact for Scientific Queries,Universitätsklinikum Marburg Klinik für Anästhesie und Intensivtherapie,Thorsten,Steinfeldt,120,"Recruiting complete, follow-up complete",yes,Monocenter trial,Paper,[---]*,Phrenic palsy and analgesic quality of continuous supraclavicular vs. interscalene plexus blocks after shoulder surgery,,,,,,,,,,,,
138,373,DRKS00006215,MH,Marburg,Marburg,Marburg,1,10.1038/s41598-018-36536-4,https://www.nature.com/articles/s41598-018-36536-4,yes,22.01.2019,no,,,Effect of Curodont TM Protect on prevention of artificial carious lesions of bovine enamel-an in-situ study,2014-06-04,2014/12/15,Actual,2015/07/15,Arm 1,"Saliva (no intervention, natural saliva in patients´mouth, 4 weeks in total)",Arm 2,"Duraphat-Varnish (1x in 4 weeks, 4 weeks in total)",Arm 3,"Curodont Protect (2x week, 4 weeks in total)",Primary Sponsor,"Medizinisches Zentrum für ZaMK, Abteilung für Kinderzahnheilkunde",Anahita,Jablonski-Momei,Contact for Scientific Queries,"Philipps-Universität Marburg, Medizinisches Zentrum für ZMK, Abteilung für Kinderzahnheilkunde",Anahita,Jablonski-Momeni,9,"Recruiting complete, follow-up complete",yes,Multicenter trial,Paper,Jablonski-Momeni et al_Scientific Reports 2019.pdf,Publication,,,,,,,,,,,,
32,374,DRKS00012248,MH,Marburg,Marburg,Marburg,0,,,,,,,"registry entry shows only a conference abstract, but results were not significant",Preventive effect of a CANDIDA toothpaste and mouth fluid containing <br/>the Curolox Peptide<br/>,2017-04-26,2015/10/02,Actual,2015/10/15,Arm 1,"Candida Professional Protect toothpaste (33 ppm P11-4, 1450 ppm fluoride), 1cm string/per use (30s) + <br/>Candida Professional Protect mouth fluid (7.5 ppm P11-4), 5ml/per use (30s)<br/><br/>in total 5x throughout the study",Arm 2,"Candida Professional Protect toothpaste (33 ppm P11-4, 1450 ppm fluoride), 1cm string/per use (30s)  +<br/>PLACEBO Candida Professional Protect mouth fluid (0 ppm P11-4), 5ml/per use (30s)<br/><br/>in total 5x throughout the study",Arm 3,"PLACEBO Candida Professional Protect toothpaste (0 ppm P11-4, 1450 ppm fluoride), 1cm string/per use (30s)  <br/>+ PLACEBO Candida Professional Protect mouth fluid (0 ppm P11-4), 5ml/per use (30s)<br/><br/>in total 5x throughout the study",Primary Sponsor,Mibelle AG,Michael,Peck,Contact for Scientific Queries,"Philipps-Universität Marburg, Medizinisches Zentrum für ZMK, Abteilung für Kinderzahnheilkunde",Anahita,Jablonski-Momeni,24,"Recruiting complete, follow-up complete",no,Monocenter trial,Abstract,Abstract DGKFO Bremen_Randomisierte in-situ Studie P11-4 bei Erosion.pdf,Abstract DGKFO Bremen_Randomisierte in-situ Studie P11-4 bei Erosion,,,,,,,,,,,,
21,375,DRKS00003324,NR,Munich,TU,TU,0,,,,,,,,Detection of non-muscle invasive bladder cancer using PVP-Hypericin (Vidon®) fluorescence cystoscopy<br/>(Hypericin PDD),2011-11-11,2011/11/16,Actual,2014/07/19,Arm 1,"PVP-Hypericin instillation (225µg Hypericin) for 30+5 minutes, subsequently cystoscopy with white light followed by cystoscopy with blue light",,,,,Primary Sponsor,Sanochemia Pharmazeutika AG,[---]*,[---]*,Contact for Scientific Queries,Sanochemia Pharmazeutika AG,Christina,Abrahamsberg,220,"Recruiting complete, follow-up complete",no,Multicenter trial,Paper,[---]*,[---]*,,,,,,,,,,,,
374,376,DRKS00003660,NR,Munich,TU,TU,2,10.3945/ajcn.117.157529 ,,yes,06.09.2017,no,,,"Development of Fecal Microbiota in Infants Fed With Formula With or Without Probiotics. Randomized, double-blind, controlled pilot study",2012-08-03,2012/09/01,Actual,2014/07/30,Arm 1,"Infant formula with probiotics: Mothers who decide to breast-feed their offsprings will get probiotic follow-up formula after weaning (from approx. 6th month on) until the 12th month of infant life. Insufficient breast milk supply to the newborn during the first months will be compensated by probiotic starter formula. Women who do not breast feed get probiotic starter formula, which will be given right after birth, and after 6 months probiotic follow-up formula until the 12th month of infant life. How often and how much milk will be given to the offsprings will exclusively be decided by the parents. ",Arm 2,"Infant formula without probiotics: Mothers who decide to breast-feed their offsprings will get non-probiotic follow-up formula after weaning (from approx. 6th month on) until the 12th month of infant life. Insufficient breast milk supply to the newborn during the first months will be compensated by non-probiotic starter formula. Women who do not  breast-feed get non-probiotic starter formula, which will be given right after birth, and after 6 months non-probiotic follow-up formula until the 12th month of the infant's life. How often and how much milk will be given to the offsprings will exclusively be decided by the parents. ",,,Primary Sponsor,Töpfer Babynahrungs GmbH,[---]*,[---]*,Contact for Scientific Queries,"Zentralinstitut für Ernährungs- und Lebensmittelforschung, Lehrstuhl für Biofunktionalität, Technische Universität München",Dirk,Haller,80,"Recruiting complete, follow-up complete",yes,Monocenter trial,,,,,,,,,,,,,,,
129,377,DRKS00003681,NR,Munich,LMU,LMU,1,10.1186/s10194-015-0543-3 ,,yes,09.07.2015,no,,,Transcutaneous Vagus Nerve Stimulation for the treatment of chronic migraine,2012-03-23,2012/04/17,Actual,2014/11/30,Arm 1,"active group: transcutaneous, non-invasive electrical stimulation of the auricular branch of the vagus nerve by using a specific ear electrode. A cable connects this ear electrode with the stimulation unit, which has the size of a mobile phone. In the active arm impulses will be given in a high frequency.",Arm 2,"active control group: Stimulation with the same kind of medical device and at the same site as done in the active group, but with a lower impulse ferquency.",,,Primary Sponsor,cerbomed GmbH,Andreas,Hartlep,Contact for Scientific Queries,cerbomed gmbH,Andreas,Hartlep,98,"Recruiting complete, follow-up complete",no,Monocenter trial,Paper,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4496420/pdf/10194_2015_Article_543.pdf,t-VNS in patients with chronic migraine,,,,,,,,,,,,
