nct_id;cities_lead;brief_title;official_title;study_first_submitted_date;start_date;start_date_type;completion_date;completion_date_type;PI_name;PI_affiliation;interventions;overall_status;phase;enrollment;enrollment_type;were_results_reported
NCT01879878;Heidelberg;Pilot Study Evaluating Broccoli Sprouts in Advanced Pancreatic Cancer [POUDER Trial];Pilot Study Evaluating Broccoli Sprouts in Advanced Pancreatic Cancer [POUDER Trial];2013-06-13;2013-12-31;;2015-12-31;Anticipated;Peter Schemmer, Prof. Dr. med.;Heidelberg University;Verum, broccoli sprout grain | placebo;Unknown status;N/A;40;Anticipated;FALSE
NCT01879839;Köln;Effect of a Pre-interventional Diet on Renal Function After Administration of Contrast Agent in Patients at Risk;Phase 4 Study of Effect of a Pre-interventional Calorie Restriction on Renal Function After Administration of Contrast Agent in Patients at Risk;2013-06-13;2013-07-31;Actual;2016-12-31;Actual;Volker Burst, MD;University of Cologne;Diet;Completed;Phase 4;80;Actual;FALSE
NCT01879241;Ulm;Study of Rasagiline in Patients With Amyotrophic Lateral Sclerosis;Efficacy, Safety and Tolerability Study of 1 mg Rasagiline in Patients With Amyotrophic Lateral Sclerosis (ALS) Receiving Standard Therapy (Riluzole) - An AMG Trial With a Market Authorized Substance;2013-06-12;2013-06-30;;2016-08-31;Actual;Albert C. Ludolph, MD, Prof.;Department of Neurology, University of Ulm;Rasagiline | Placebo;Completed;Phase 2;252;Actual;FALSE
NCT01879111;Hamburg;Increasing the Efficiency of Depression-screening Using Patient-targeted Feedback;Increasing the Efficiency of Depression-screening Using Patient-targeted Feedback: Randomized Controlled Trial;2013-06-12;2011-10-31;;2014-05-31;Actual;Bernd Loewe, MD;Universitätsklinikum Hamburg-Eppendorf;patient-targeted feedback;Completed;N/A;4151;Actual;FALSE
NCT01872052;Hamburg;Dipole Density Right Atrial Mapping and Assessment of Therapy In Cavotricuspid Isthmus Flutter;Dipole Density Right Atrial Mapping and Assessment of Therapy In Cavotricuspid Isthmus Flutter;2013-05-02;2013-03-31;;2014-08-31;Actual;Stephan Willems, MD;Universitätsklinikum Hamburg-Eppendorf;Acutus Medical System Mapping;Completed;N/A;9;Actual;FALSE
NCT01871636;Düsseldorf;ESD Versus EMR for Treatment of Early Barrett`s Adenocarcinoma;Water-jet Assisted Endoscopic Submucosal Dissection (ESD) Versus Endoscopic Mucosal Resection (EMR) for Treatment of Early Barrett`s Adenocarcinoma;2013-05-12;2012-12-31;;2015-08-31;Actual;Horst Neuhaus, MD;Evangelisches Krankenhaus Duesseldorf;Endoscopic mucosal resection | Waterjet-assisted ESD | HybridKnife;Completed;N/A;40;Actual;FALSE
NCT01870271;Frankfurt;Pilot-Study DCPT for PTSD in Adolescents and Young Adults;Pilotstudie Developmentally Adapted Cognitive Processing Therapy für Jugendliche Und Junge Erwachsene Mit Posttraumatischer Belastungsstörung Nach Sexualisierter Und /Oder körperlicher Gewalt (Pilot DCPT);2013-03-19;2012-11-30;;2015-10-31;Actual;Regina Steil, PhD;Goethe University;Developmentally adapted cognitive processing therapy;Completed;N/A;12;Actual;FALSE
NCT01867736;Freiburg;BIOLUX P-II First-in-Man Study to Compare the Passeo-18 Lux DRB Against POBA in Infrapopliteal Arteries;BIOTRONIK's - First in Men Study of the Passeo-18 LUX Drug Releasing PTA Balloon Catheter vs. the Uncoated Passeo 18 Balloon Catheter in Subjects Requiring Revascularization of Infrapopliteal Arteries (BIOLUX P-II).;2013-05-27;2012-07-31;;2014-07-31;Actual;Thomas Zeller, MD;Universitäts-Herzzentrum Freiburg - Bad Krozingen, Germany;Passeo-18 Lux DRB | Standard PTA (POBA);Completed;N/A;72;Actual;FALSE
NCT01866449;Ulm;Prospective Phase 2 Trial of Cabazitaxel in Patients With Temozolomide Refractory Glioblastoma Multiforme;Prospective Controlled Phase 2 Trial of Cabazitaxel in Patients With Temozolomide Refractory Glioblastoma Multiforme (GBM)- The C-GBM Study -;2013-05-22;2013-10-31;;2017-08-25;Actual;;;Cabazitaxel;Completed;Phase 2;24;Actual;FALSE
NCT01865604;Charite;Impact of tDCS on Cerebral Autoregulation;;2012-12-18;2012-04-30;;2014-03-31;Actual;Agnes Flöel, Prof. MD;Charite University, Berlin, Germany;Anodal tDCS | Cathodal tDCS | sham tDCS;Completed;N/A;60;Actual;FALSE
NCT01864707;Charite;Acupuncture or MBSR for Patients With Fatigue and MS;Randomized Controlled Trial on the Efficacy of Acupuncture and the Efficacy of Mindfulness-Based Stress Reduction (MBSR) in Patients With Multiple Sclerosis Suffering From Fatigue;2013-04-02;2013-04-30;;2015-10-31;Actual;Claudia M Witt, MD;Institute for Social Medicine, Epidemiology and Health Economics, Charité - Universitätsmedizin Berlin;Usual care + acupuncture | usual care+mbsr | usual care;Completed;N/A;104;Actual;FALSE
NCT01861951;Hannover;A Trial Comparing Two Medications as First Treatment in Elderly Patients With Metastatic or Advanced Soft Tissue Sarcoma;A Randomized Phase II Trial Comparing Pazopanib With Doxorubicin as First Line Treatment in Elderly Patients With Metastatic or Advanced Soft Tissue Sarcoma;2013-04-11;2012-10-31;;2017-07-11;Actual;Viktor Gruenwald, MD, Prof.;Hannover Medical School;Pazopanib | Doxorubicin;Completed;Phase 2;120;Actual;FALSE
NCT01859429;Leipzig Mainz;Stepped Care - Optimising Psycho-oncological Care Provision by Structured Screening and Diagnosis;Stepped Care - Optimising Psycho-oncological Care Provision by Structured Screening and Diagnosis;2013-05-17;2012-04-30;;2015-03-31;Actual;Susanne Singer, PhD;Johannes Gutenberg University of Mainz;Stepped Care;Completed;N/A;1012;Actual;FALSE
NCT01858987;Heidelberg;Stapler vs. LigaSure in Elective Hepatic Resection;Stapler vs. LigaSure for Transection of the Parenchyma in Elective Hepatic Resection: CRUNSH II - A Randomized Controlled Trial;2013-05-16;2011-11-02;Actual;2014-08-14;Actual;;;Stapler hepatectomy | LigaSure hepatectomy | Ligasure | vascular staple;Completed;N/A;138;Actual;FALSE
NCT01856244;Erlangen;Stability and Balance in Locomotion Through Exercise;Sensorimotor Treadmill Training to Improve Gait and Balance in Parkinson's Disease;2013-05-08;2013-06-30;;2016-06-30;Actual;Klaus Pfeifer, Prof. Dr.;Friedrich-Alexander-Universität Erlangen-Nürnberg (FAU), Institute of Sport Science and Sport;treadmill walking | Treadmill;Completed;Phase 1;48;Actual;FALSE
NCT01855035;Göttingen Mainz;Finding Atrial Fibrillation in Stroke - Evaluation of Enhanced and Prolonged Holter Monitoring;A Prospective, Randomised, Controlled Study to Determine the Detection of Atrial Fibrillation by Prolonged and Enhanced Holter Monitoring as Compared to Usual Care in Stroke Patients;2013-05-07;2013-05-31;;2017-11-30;Actual;Rolf Wachter, PD Dr. med.;Dept. of Cardiology and Pneumology, University Medical Center Goettingen;prolonged ECG monitoring | standard care;Completed;N/A;402;Actual;FALSE
NCT01854255;Bochum;Intraperitoneal Aerosol Chemotherapy in Gastric Cancer;Feasibility, Efficacy and Safety of Pressurized Intraperitoneal Aerosol Chemotherapy (PIPAC) With Cisplatin and Doxorubicin in Patients With Gastric Cancer and Peritoneal Carcinomatosis: an Open-label, Single-arm, Phase II Clinical Trial;2013-05-12;2013-11-30;;2016-11-30;Actual;Marc A Reymond, MD;Ruhr University of Bochum;doxorubicin and cisplatin;Completed;Phase 2;35;Actual;FALSE
NCT01853384;Freiburg;Safety and Efficacy Trial of HP802-247 in the Treatment of Chronic Venous Leg Ulcers;A Phase 3 Randomized Safety and Efficacy Trial of HP802-247 in the Treatment of Chronic Venous Leg Ulcers (EU);2013-05-08;2013-11-30;;2015-02-28;Actual;Wolfgang Vanscheidt, Professor Dr;University Freiburg-Practice for Dermatology;HP802-247 | HP802-247 Vehicle;Terminated;Phase 3;252;Actual;TRUE
NCT01852526;Köln;Efficacy of Hybrid Systems in Comparison to the Rigid Spondylodesis in Lumbar-spine Fusion;Clinical Trial (Phase II, Therapeutic Explorative) of the Efficacy of Hybrid Systems in Comparison to the Rigid Spondylodesis in Fusion-surgery in the Lumbar Spine: a Prospective, Randomised, Monocenter Pilotstudy;2013-05-08;2013-03-31;;2017-07-31;Anticipated;Jan Siewe, Dr.;University Hospital of Cologne;Experimental: hybrid system | Active Comparator: Plif;Terminated;N/A;5;Actual;FALSE
NCT01852149;Bonn;Mitralign Percutaneous Annuloplasty First in Man Study;Mitralign Percutaneous Annuloplasty First in Man (FIM) Study;2013-05-07;2009-08-31;;2015-09-30;Actual;Eberhard Grube, MD;Universitats Klinikum Bonn;MPAS Implant;Completed;N/A;35;Actual;FALSE
NCT01850875;Heidelberg;Eye Movement Desensitization and Reprocessing (EMDR) in Non-specific Chronic Back Pain;Localized and Generalized Musculoskeletal Pain: Psychobiological Mechanisms and Implications for Treatment (LOGIN) - Subgroups Characterized by Psychological Trauma, Mental Comorbidity, and Psychobiological Patterns and Their Specialized Treatment - Eye Movement Desensitization and Reprocessing (EMDR) in Non-specific Chronic Back Pain;2013-04-23;2013-05-31;;2015-12-31;Actual;Wolfgang Eich, Prof. Dr.;University Hospital Heidelberg;Eye-Movement-Desensitization-Reprocessing;Completed;N/A;40;Actual;FALSE
NCT01845142;Charite;Immunologic Action of a Single Dose Cholecalciferol;Immunologic Functions of a Single Dose of 100.000 I.U. Cholecalciferol (Vitamin D3);2013-04-24;2013-02-28;;2014-04-30;Actual;Margitta Worm, Prof;Charite University, Berlin, Germany;single administration of 100.000 I.U. vitamin D | Placebo;Completed;Phase 4;40;Actual;FALSE
NCT01845129;Charite;Impact of Transcranial Direct Current Stimulation of the Motor Cortex on Language Functions in Residual Aphasia;Impact of Transcranial Direct Current Stimulation of the Motor Cortex on Language Functions in Residual Aphasia;2013-04-30;2013-04-30;;2014-04-30;Anticipated;Marcus Meinzer, PhD;Charite, University Medicine, Neurology;atDCS | sham tDCS;Unknown status;N/A;16;Anticipated;FALSE
NCT01841632;Regensburg;Safety Study of Multipotent Progenitor Cells for Immunomodulation Therapy After Liver Transplantation;Safety and Feasibility of Multipotent Adult Progenitor Cells for Immunomodulation Therapy After Liver Transplantation: A Phase I Study of the MiSOT Study Consortium;2013-04-19;2013-04-30;Actual;2016-12-31;Actual;;;MultiStem;Terminated;Phase 1;3;Actual;TRUE
NCT01841476;Frankfurt;Safety and Efficacy of POL6326 for Mobilization of Hematopoietic Stem Cells in Healthy Volunteers;POL6326 - A Phase I, Open, Single Intravenous Infusion Dose, Pharmacokinetic and Pharmacodynamic Study in Healthy Volunteers Who Are Volunteering as Haematopoietic Stem Cell (HSC) Donors;2013-04-02;2012-02-29;;2015-09-30;Actual;Halvard Boenig, M.D. Ph.D;German Red Cross Blood Service and Institute for Transfusion Medicine and Immunohematology of the Goethe University, Frankfurt, Germany;POL6326;Completed;Phase 1;27;Actual;FALSE
NCT01840865;Charite;Effects of Brain Stimulation During Daytime Nap on Memory Consolidation in Younger, Healthy Subjects;Impact of Transcranial Slow Oscillating Stimulation on Memory Consolidation During Daytime Slow Wave Sleep in Younger, Healthy Subjects;2013-04-18;2013-10-31;;2015-01-31;Actual;Agnes Flöel, Professor;Charite Universitätsmedizin Berlin - Neurologie;brain stimulation | no stimulation;Completed;N/A;22;Anticipated;FALSE
NCT01840839;Charite;Effects of Brain Stimulation During a Daytime Nap on Memory Consolidation in Older Adults;Impact of Transcranial Slow Oscillating Stimulation on Memory Consolidation During Slow Wave Sleep in Older Adults;2013-04-18;2013-10-31;;2015-08-31;Actual;Agnes Flöel, Professor;Charite Universitätsmedizin Berlin - Neurologie;brain stimulation | Sham Stimulation;Completed;N/A;18;Actual;FALSE
NCT01839084;Aachen;PaNeX: Partial Nephrectomy Under Xenon;Impact of Xenon-anesthesia on the Renal Function After Partial Nephrectomy - PaNeX: Partial Nephrectomy Under Xenon:a Pilot Study;2013-04-09;2013-07-31;;2016-02-29;Actual;Astrid Fahlenkamp, Dr. med.;Department of Anesthesiology, University Hospital Aachen;Xenon | Isoflurane;Completed;Phase 3;46;Actual;FALSE
NCT01839071;Aachen;Influence of Vasculary Inflammation on Development of Diabetes;Influence of Vasculary Inflammation on Development of Diabetes;2013-03-21;2010-06-30;;2014-05-31;Actual;;;biopsy;Completed;N/A;109;Actual;FALSE
NCT01837901;Tübingen;Transcorneal Electrostimulation for Therapy of Retinitis Pigmentosa;Transkorneale Elektrostimulation Zur Therapie Bei Retinitis Pigmentosa - Eine Prospektive, Randomisierte, Einfach Blinde Folgestudie;2013-04-09;2011-07-31;;2014-02-28;Actual;Florian Gekeler, Prof. Dr.;Eberhard-Karls-Universität Tübingen;transcorneal electrostimulation;Completed;N/A;55;Actual;FALSE
NCT01837082;Ulm;Iron in Congestive Heart Failure;Randomized, Double-blind, Placebo-controlled Trial of Ferric Carboxymaltose Versus Placebo in Patients With Congestive Heart Failure;2013-04-17;2013-04-30;;2015-12-31;Actual;Mahir Karakas, MD;University of Ulm;ferric carboxymaltose | Placebo;Terminated;Phase 3;18;Actual;FALSE
NCT01836848;Köln;Non-invasive Measuring of Cerebral Perfusion After Severe Brain Injury With Near-infrared-spectroscopy and ICG;Continuous, Non-invasive Monitoring of Cerebral Oxygenation and Perfusion Using Near-infrared Spectroscopy With Indocyanine Green Perfusion Measurement in Patients With Traumatic Brain Injury, Intracerebral or Subarachnoid Hemorrhage;2013-04-17;2013-06-30;;2016-06-30;Anticipated;Gerrit Brinker, physician;Universitiy of Cologne, Departement of General Neurosurgery;measuring cerebral perfusion by NIRS with ICG;Unknown status;N/A;30;Anticipated;FALSE
NCT01836588;Charite;New Gentle Biopsy Method of Cervix Lesions Using Superficial Curettage/Protocol ID: CX-CUR;;2013-03-13;2013-03-31;;2014-04-30;Anticipated;Achim Schneider, Prof. Dr., MPH;Charité University Berlin, Germany;conventional cervix biopsy;Unknown status;N/A;300;Actual;FALSE
NCT01835678;Erlangen;Effects of Linagliptin on Renal Endothelium Function in Patients With Type 2 Diabetes.;Effects of Linagliptin on Renal Endothelium Function in Patients With Type 2 Diabetes;2013-03-18;2012-10-31;;2014-04-30;Actual;Roland E Schmieder, MD;University of Erlangen-Nürnberg;Linagliptin | Placebo;Completed;Phase 3;65;Actual;FALSE
NCT01835340;Schleswig-Holstein;Breath Gas Measurement of Propofol During Anesthesia in Patients With Endourological Procedures;Study to Estimate Central Propofol Effect by Measuring Exhaled Propofol Concentrations in Patients;2013-04-15;2012-10-31;;2017-12-09;Actual;Hartmut Gehring, Professor;University of Luebeck;Drug: Propofol Anesthesia Patients will undergo propofol anesthesia.;Completed;N/A;22;Actual;FALSE
NCT01835002;Tübingen;Transcorneal Electrical Stimulation - Multicenter Safety Study;Transcorneal Electrical Stimulation for the Treatment of Retinitis Pigmentosa - a Multicenter Safety Study of the Okustim ® System;2013-04-15;2012-09-30;;2015-08-31;Actual;Florian Gekeler, Prof Dr med;Eberhard-Karls-Universität Tübingen;Electrostimulation;Completed;N/A;105;Actual;FALSE
NCT01833052;Leipzig;CLaret Embolic Protection ANd TAVI - Trial;;2013-04-10;2013-04-30;;2015-06-30;Anticipated;;;TAVI (Medtronic CoreValve) | Claret-Filter;Unknown status;N/A;100;Anticipated;FALSE
NCT01832740;Charite;Effects of Brain Stimulation During Nocturnal Sleep on Memory Consolidation in Younger, Healthy Subjects;Impact of Transcranial Slow Oscillating Stimulation on Memory Consolidation During Nocturnal Slow Wave Sleep in Younger, Healthy Subjects;2013-03-08;2013-01-31;;2015-01-31;Actual;Agnes Flöel, Professor;Charite Universitätsmedizin Berlin - Neurologie;brain stimulation | SHAM;Completed;N/A;22;Anticipated;FALSE
NCT01832389;Munich;Goal Directed Therapy After Aneurysmal Subarachnoid Haemorrhage;Does a PiCCO-controlled Advanced Haemodynamic Monitoring Improve the Outcome After Aneurysmal Subarachnoid Haemorrhage?;2012-10-29;2013-03-31;;2016-12-31;Actual;Bettina Jungwirth, MD;Klinik für Anaesthesiologie, Klinikum rechts der Isar der Technischen Universität München;PiCCO;Completed;N/A;108;Actual;FALSE
NCT01828372;Köln;Quantification of Drugs and Their Degradation Products;Quantification of Drugs and Their Metabolites in Patients at the Cologne University Hospital;2013-03-14;2013-05-31;;2017-03-31;Anticipated;;;additional blood withdrawals;Unknown status;N/A;1000;Anticipated;FALSE
NCT01822418;Mannheim;Agomelatine Treatment of Depression in Schizophrenia (AGOPSYCH);Agomelatine Treatment of Major Depressive Episodes in the Course of Schizophrenic Psychoses (AGOPSYCH);2013-03-11;2013-01-31;;2015-12-31;Actual;;;agomelatine;Completed;Phase 4;27;Actual;FALSE
NCT01818115;Mainz;Safety and Efficacy Trial to Evaluate the Hydrus(TM) Implant in Subjects Undergoing Cataract Surgery.;A Prospective, Multi-Center, Randomized Controlled Trial to Evaluate the Safety and Effectiveness of the Hydrus Implant for Lowering Intraocular Pressure in Glaucoma Patients Undergoing Cataract Surgery.;2012-02-29;2011-01-31;;2015-11-30;Actual;Prof. Norbert Pfeiffer, MD;Universitatsmedizin Mainz;Hydrus Implant | IOL placement;Completed;N/A;100;Actual;FALSE
NCT01817738;Tübingen;Trial of RNActive®-Derived Prostate Cancer Vaccine in Metastatic Castrate-refractory Prostate Cancer;A Randomised, Double-blind, Placebo-controlled, Phase I/II Trial of RNActive®-Derived Cancer Vaccine (CV9104) in Asymptomatic or Minimally Symptomatic Patients With Metastatic Castrate-refractory Prostate Cancer;2013-02-08;2012-08-31;;2017-01-31;Actual;Arnulf Stenzl, Prof. Dr.;"University Hospital of Tübingen; Dept. of Urology";CV9104 | Placebo;Terminated;Phase 1/Phase 2;197;Actual;FALSE
